id,frequency
11ee49316d019eda,    0
11eebb10facd8002,    0
11f06f922d1468e3,    0
11f127781aad76d4,   17
11f1a110d56e13ec,    0
11f1b5fa956f203d,    0
11f2265c91407f4a,    0
11f3b0a0b588a2a3,    0
11f582668fa2c233,    0
11f5bf0d4b2e616b,    7
11f700d636f44e74,    0
11f75df2a12a3669,    0
11f810d6dbda5a97,    0
11f9a7563e9753e4,   60
11fac5181f6c2f28,    0
11fb7599650035f2,    0
11fc13d904cff4e7,    0
11fd43756e04a6ce,    0
11fe3cdcea9812ad,    0
11ffafe253b5ccf0,    0
1200dfc7686fefbf,    0
1201a68c4e101e9e,    1
12038c2c4385700e,    0
1204db3c3b8e1ebe,    0
1205d35e236c9376,    0
1206014196dce767,    0
120604e818d7574a,    0
12062aa45f965bdb,    0
12068b28c6392141,    0
12075395c5402862,    0
12076954e2a51395,    0
1207ee6ef5250b8b,    0
1208793520f15762,    0
1209728ba1a26d5f,    0
120a1aa4b7a9a920,    0
120aeda7d920d193,    0
120bbd3f6e724ee2,    0
120c5d224f38f63a,    0
120d56b891d1b65d,    0
120df10898f3b84b,    0
120e33544fc5f71b,    0
1210709320b62034,    0
12107f3742d6632a,    0
121152f4706899c0,    0
121210f553ea509d,    0
1212dfc855577191,    0
121348d115f2c1de,    0
12152aed565e748a,    0
1215f4490ff970fb,    0
1216ad742c1c2e03,    6
12174a25100cd0e7,    0
1217dfa05199956e,    5
12182dc61e145066,    0
1218bf741d600507,    0
12195aebdc23013b,    0
121990b51927a7dc,    0
121a4064a32f1d1a,    0
121bca46e8d36c7d,    0
121c37bd7147e3be,    0
121d07503a401a16,    0
121d545a0bc6a088,    0
12203358deb14e4a,    0
1221d31e1bb8a1bd,    1
1221e892642a0082,    0
122256939167ab3b,    0
12276af07b56e854,    0
1229226129fb85b3,    0
122a97bebf8c81c0,    0
122b60c6edf3b489,    0
122c518aeed5909e,    0
1230debff51de98a,    0
1233b15c9f668f50,    0
12341a23641f6c49,    0
123506d1be84d271,   11
12381912c3ee3883,    0
12392c1a346f44ca,    0
12392ec9a7ad996d,    0
1239a153349abdfc,    0
1239c8ed5fd93519,    0
123a9493b51e54b9,    0
123d636b57224f67,    6
123dc8aaddcc155d,    0
123de27b00faf1f3,    0
123ec6c738979cbb,    0
124165e180bea968,    0
124168e34938527e,    0
1241f0d532c1571b,    0
124241f0999bce8c,    0
1242bfe5fa89fa0d,    0
1246d36c390c04a9,    0
1246e76debb91025,    0
124b59eae345c724,    0
124ba80acc094608,   10
124bb7490bb374a3,    0
124c564785dc636a,    0
124c5c8c344ae249,    0
125058027404eb19,    0
12513876dba5c7bb,    0
1251b84c77a20ed5,    0
12521d382c82e667,    0
1253a7a57292b6af,    0
12555c04ba0c624c,    0
12556c3891e62ef5,    0
12558147e0581cba,    0
12568e4ce9ad2e1b,    0
1258101bd4056295,    0
1258966c79e9124f,    0
12598b0bc32559b4,    0
125b33888907397f,    0
125b6315a4274616,  330
125b70b8193585e5,    0
125b96a89074458e,    0
125cca6e3b58d5ee,    0
125d97d319250128,    0
125ecdecbd9a7e76,    0
125fcfb34b88f4f8,    0
1260d91388985750,    0
1261267f9e42f97c,    0
1261fb103b3aa6b4,    1
1262880e69fa1d15,    0
12628ce68b6fcaa9,    0
12642d41f08829a7,    0
12643758dc7f41ae,    1
1264df0d4436c67a,    0
12651de141be1285,    0
12666f68c8885c30,    0
1266aeac9fa220fd,    0
1266ff0ed55dc12c,    0
12672ac4cbff6fea,    0
1267e904207f5843,    0
12682ba99bbe3963,    0
1268b41840b20db2,    0
126915a3266fa398,    0
1269d6777865aec1,   25
1269dc35cc248124,    0
126a208834fa7b71,    0
126a33294d0d5d2f,    0
126b234ddb6ff6e3,    7
126be9f311a187db,    0
126c6ed3b2706104,    0
126c88034e226998,    0
126cb33392cc6db5,    0
126ce9ccdfcf1b71,    0
12700823faaac91b,   99
1270c4bd7c1ddaa1,    2
1272995fc659701b,    0
1273869e928d13a7,    0
1275976fdf100688,    0
12759a8a12ff9d32,    0
1275a5f70fedea9e,  229
12762fef9022f149,    0
1277fde48a374834,    0
12799ca8bad37c63,    0
1279b78d929ba258,    0
1279c11a6679d32f,    0
1279c1bd7820bf68,    0
127abb5ad3b86afc,    0
127ae47033ea81d4,    0
127b3e7f107c808c,    0
127be25aa59e12e6,    0
127cc237de8eff82,    0
127d5d3d9b8f63dd,    0
127e777a4528e98c,    0
127ffcc92511f5f0,    4
128076a63ce13a1b,    0
128270a8f8cf1e37,    0
1282ef332461a9d0,    0
12849bdcf8ce1f12,    0
128575df069ad1d5,    0
1285ccfc5495b0e0,    0
1285ebf66c24c00d,    0
1287afc5d9ce7851,    0
1288e73829f10036,    0
128bba1dd6e0676f,    0
128c5975315429d2,    0
128d1e24b64bc729,    0
128e57e2028fc777,    0
128eef0cdf4abdec,    0
128fa6ea0ca2b456,    0
1291bde5143ad1e9,    0
129216b29d5c8205,    0
12921ca35c9aea44,    0
129274589c55b206,    0
1293aff2ed22b216,    0
1293c83d0d31aefe,    0
1293dcdffc70d129,    0
129506f4d9158716,    0
12955f014096dc89,    0
12965e5802f193a3,    0
1298c750de91f9ed,    0
12998937e76eeeab,    0
1299e852dfe8b4e3,    0
129b04c3d6981ad0,    0
129b43acdb2f3f47,    0
129b600ad307ab5f,   12
129cf25e15498e32,    0
129d3a8e7793f29f,    0
129dec04aa327a52,    1
129e8221219e070e,    0
129f49fce85d9d18,    0
12a1f76450696af7,    0
12a25f694f04a7ce,    0
12a3edfb7a4588af,    0
12a4194ca1d412e3,    0
12a65f635f2e7812,    0
12a689d93a32bd7b,    4
12a7b71048c90df3,    0
12aa045eb49bab54,    0
12ab8300c67d6b51,    0
12ab8ab6908b3d27,    0
12abd24c367dfd94,    0
12abe019c9f76437,    0
12ade1a11f3c6a5f,    0
12aed268d92fbb5d,    0
12af8f8b2a1a8bb8,    0
12af9ba8e28e25ab,    0
12b045fe9c74eafa,    0
12b16966d3596f52,    0
12b3ed93ba82b8f8,    0
12b456ddabea8453,    0
12b46c2873846d8e,    0
12b792501948774a,    0
12b7e969329a73de,    0
12baa741503775c5,    0
12bb14e45709d440,    0
12bbad32fe12e2e3,    0
12bc5259440b8115,    8
12bd631ae4681db2,    0
12c1681ca7d8ed13,    0
12c2f68ec2017e25,    0
12c316bb589f6a2a,    0
12c44e53928f5297,    0
12c614a696e3afe8,    0
12c6938cb3df6c61,    0
12c6e8e862547341,    5
12c7958ed1c00644,    0
12c7eff7fd2f2619,    0
12c7f033579ebe98,    0
12cbc24bcfdb6c0f,    0
12cc930df1e3da7e,    1
12cd4aced7a1e9d4,  268
12cd66d19910dc7a,    0
12cec9290bc6016d,    0
12cecc477e28a400,   82
12cf1311c53b2d89,    0
12cfce8ecc2f5e4b,    0
12cff1ef87e604f2,    0
12d17a8671c78742,    0
12d2cfa633a98f2e,    0
12d31ec953f897ba,    0
12d336927155b87a,    0
12d35afa2786784f,    0
12d5ba7e9ef76b7a,    0
12d606158f81bb8c,    0
12d674b10f513363,    0
12d70d6a584ac62c,    5
12d732180fd455ea,    0
12db1a8a16142352,    0
12db2d473aaee307,    1
12dce5490de6d618,    0
12dd2bf8c08ead50,    4
12dd38e4073b19df,    0
12df4b4342aee66e,    0
12e011e98443315d,    0
12e042cc2f1e4c75,    0
12e044b38bcbad0f,    0
12e05b1a733bf95f,    0
12e12ce1925d9a52,    0
12e148a3b7baf79b,    0
12e1a44f7ff92aca,    0
12e5308c0ff3b311,    0
12e53469b5e2c556,    6
12e5e6f29ea88818,    0
12e603daca66a940,    0
12e69b9b5c1799b5,    0
12e6aaeb4887c95f,    0
12e7ca3df8944e15,    0
12e818f0311f9230,    0
12eb0b16478fb311,    0
12eb0eb92f02b78d,    0
12eb88b327792465,    0
12eccde69d1af44d,    0
12edac5e2a7dfd63,    0
12ee8d88454cd44c,    0
12efab2d94c3832d,    0
12f1054461fc4794,    0
12f14c7fe7b9b1a4,    0
12f18f7d8c0def40,    0
12f246a08843727d,    0
12f3b2c52ed8e800,    0
12f71531d560ec77,    0
12f7d2408c3dcb88, 2744
12f8a64275dc256d,    0
12f8ebbcede10fab,   33
12f8f23865d2803c,   96
12f97c38d00b452c,    0
12f9fcc62e0702b7,    0
12fa902af1718e27,    1
12fac9cb67e4d935,    0
12fad145029242a9,    0
12fb581e2a2b5ee3,    0
12fd8be4e684881e,    0
12febbbe37565fb4,    0
12ff34848cad43ec,    0
12ffde598d6d25e6,    0
1300004d56a9e465,    0
1300cf823b05d7fb,   10
1301a43816f7aff5,    0
1301b8c3dfab82b5,    0
1301f8a68974a6a6,    0
130325d83619a79a,    0
1304282f181d3183,    0
1304ecfb5097cf34,    5
1304f18e769a0b47,    0
1306a229cd113968,    0
1306e95d98155651,    0
13083d80bf34b88e,    0
13090b263e3681f1,    0
13095cee03ee5795,    0
130ade0c0e3332fb,    0
130c2c0abb01eb1e,    0
130d19b81ce860af,    0
130fa66de9955716,    0
13102fd75d5314bb,    0
1311b906e5101ca4,    1
13120e54d01d54cc,    0
13121c7a21f07b39,    0
131234689bb1ad14,    0
1312b82df2f18635,    3
13140e88410c2914,    0
1315012fd6cbbd84,    0
131583d4d9802134,    0
1316baad32cd1526,    0
13175f2bb08a31fd,    0
1318c08d0c23bae2,    0
1319c1c358867087,    0
131a0ba40c03c93b,    1
131aacf85c176c0e,    0
131c18f4d7845980,   17
131c66c4b089b705,    0
131cdff96546b09b,    0
131dabb74695a182,    0
131fc15a539caf9b,    0
131fd91f24607132,    2
13201a064f945397,    0
1320528095f2bcc1,    0
132192acf7b29ea8,    0
1321c820f487203a,    0
13222be2b2c6b698,    0
132270d55302a3fd,    0
1322db8b6da81e3e,    0
132555f148385114,    0
132651bcb437be3d,    1
13274ea47465eb83,    0
13299fa62cd02c6a,    0
1329c1b9707db927,    8
132b019336ab9f46,    0
132b12256b33f5c2,    0
132b76a8a655b927,    0
132cb680ee49a948,    0
132d91aa8efbbab5,    0
132e85d3d329c5be,    0
132ef6e6c01c6ae2,    0
132f0dc1a3f8f34a,    0
132f7d11931f1ea5,    0
132fc55f0e16c222,  125
13304761fb702be1,    0
1330852b864eb78f,    0
1330a9327917eb0d,    0
13311f71a3f2d426,    0
13338926cc9ec584,    1
13349f8ac3b5e9dd,    0
1334b334348ad7e4,    0
133636ef8736c35c,    0
133694969b2db71b,    0
1336dc9432384cb2,    0
133734367b51f834,    0
1339af242d754a5a,    0
133b25e3e13cfdd6,    2
133c11906d4cb02f,    0
133cc784a96e2502,    0
133d68aabf56eb7a,    0
133d73a599207550,    0
133ec969ccce039d,    0
133f212f6dc873cd,   10
133f5d49e672f87e,    0
134050a49ceeed0b,   23
1343c55cd189605d,    0
134432cdf181bf53,    0
134646dcbc2e32f0,    0
1346ab141b238e69,    0
1347a1bfc5e78d3d,    0
1348062ce0d287e3,    0
13492688cf3bf84a,    0
134a0898aab2d5ba,    0
134a2e8232a35828,    0
134aab722d34020b,    0
134c211c78a7bd3d,    4
134d114382950105,    0
134d841ad89a6ce3,    0
134dd8180ccf5b53,    0
134f7e68f28eda30,    0
1351efffe4b7647c,    0
135335ecd72b1c0d,   13
1354a7c231d92fa6,    0
13555dc189d8a702,    0
