,index,K14
0,818c76aa1c8fcfcb,61
1,97f1b70e713a41d2,57
2,b9048a80d75753dd,27
3,d5f96f67540b6227,24
4,c3d96dabaff54bd7,19
5,8c035461aaac6c92,18
6,3462a2460a142127,16
7,78ee58cdb4226247,15
8,cd6c046d07033b23,13
9,c72ce3b00c9366d4,12
10,a4fd46d7a4679d85,12
11,fb433da333d31523,11
12,88228740073efdab,11
13,ad784b7b6433cd6e,11
14,1c98bb7426890cab,11
15,6ff8347c8020b03b,10
16,b5cff54170800355,7
17,2ac01c3be4bef1a8,6
18,3fee47d363430aa2,5
19,32ab4a519c10f1d0,5
20,5ffce9d509e24baa,5
21,210be76195db767d,4
22,243945483f151716,4
23,e8cf8d0a2fe4a423,3
24,9b60664435cb3ab4,3
25,9636a17dddffb237,3
26,5f0708218e548a49,2
27,c4ba53cf3a1362f4,2
28,dc7618f50e5e4863,2
29,c6244390617e6308,2
30,6975a76a4239f004,2
31,faaedfb331b0b9e9,2
32,4fe2c4892f0c943b,2
33,bb14d7d33e7fb5ce,2
34,1122d8ee1b1ff5d5,2
35,8476b0ae56153d6a,1
36,aa05824d54017642,1
37,c03f486cd729d17f,1
38,324ac734097de5e4,1
39,27a2dc7722173835,1
40,5ecd7192f57f5c2b,1
41,95679b06c5699baf,1
42,52c1175b74c3030c,1
43,ce6225e75ae5dc3c,1
44,d838defd7464a4d8,1
45,fafa5c631c330706,1
46,d5e7920d273a59c8,1
47,8b9f17e47e6282fc,1
48,f0bc3d2ccb399a00,1
49,5e4d035e3a82ec8f,1
