,index,K9
0,2fb9ae05f5dbf8f4,1081
1,324ac734097de5e4,858
2,8b9f17e47e6282fc,797
3,8a6e919b5292bbeb,676
4,818c76aa1c8fcfcb,648
5,fcf75bf82d3910d3,595
6,5e4d035e3a82ec8f,462
7,43161cfc140f8e45,402
8,fc4f04e287746c48,323
9,a36ccf9abc1281b3,297
10,78a89028c60929a7,290
11,2ac01c3be4bef1a8,286
12,5a0417341938a336,227
13,c3d96dabaff54bd7,215
14,b8f10aaedb07d12d,214
15,1b96f206580d3c18,190
16,85d369ba3151debd,171
17,a9786abd381bdaf0,158
18,8229a5811d9269cc,156
19,cce04c6ad973f9c4,148
20,7d4115e07c1a4240,142
21,6f1611e34759b12a,139
22,1837eba4c00c4af5,138
23,210be76195db767d,131
24,a2f5a6bde728742a,129
25,dd50a4a35e9e47bc,127
26,4153db7f1db8b27d,126
27,79aba7c82f997c3d,123
28,a925902ff1df06b2,120
29,52c1175b74c3030c,118
30,4fe2c4892f0c943b,117
31,fafa5c631c330706,115
32,eb9ec70e035bcdc6,107
33,4fe1e24de9b82425,107
34,46ff3f009d45d3ad,105
35,6975a76a4239f004,105
36,759c2c3c56dd474f,103
37,d5f96f67540b6227,102
38,ad784b7b6433cd6e,102
39,f0bc3d2ccb399a00,100
40,790c143b8f3470b6,92
41,ce6225e75ae5dc3c,90
42,30886045ac687868,89
43,be35a4052b70c8bd,89
44,c4f519b1cbf91b5b,88
45,72534f939c5c21ad,85
46,ade86ddc910cca5d,84
47,bd6f2399575c260b,81
48,b9048a80d75753dd,81
49,5722fbb959dd3b5f,81
50,224cb2b5b4003e76,80
51,7fefc1372a5b8d09,79
52,1be1668b5a9df819,77
53,c242db3e662da86f,77
54,d838defd7464a4d8,77
55,c645ba81d289bf55,75
56,174fc33c6a0afe1c,74
57,5ecd7192f57f5c2b,74
58,4aa045792b0bca18,70
59,4e84c8c3edb44158,70
60,d232bb9243a17553,70
61,2ae0ac5ffb606cf6,69
62,bca9a6cd1adaab1d,68
63,b5596b3b6892e2af,68
64,6a82ef5b6ade294f,68
65,b151d62fe69c1908,67
66,f4797fd07d9b0e1c,67
67,683bef7c1de95b30,66
68,8169e84322417aed,64
69,ee900ea7fafc20bb,64
70,756d958c0bcd6aa4,64
71,376b9d520656fcf6,64
72,e5e0367fda5fa366,64
73,98f662137b9aa218,63
74,315b244f6fc36484,63
75,36b533a70e8d4f23,63
76,2a5246b0be1dbc05,62
77,6525b7c2a4403dca,62
78,b74b195a42a440fa,60
79,7634c051426a6995,60
80,3a3fa7ef1979247d,60
81,273f11281c97dcb0,59
82,48458daa031662d6,58
83,ad46239ec418d358,57
84,5409dfbd01779363,56
85,f6c5b84b547f1ec1,55
86,5a58e862d5211264,55
87,ad39d14bdb132b16,54
88,41a2e0cb34a63160,54
89,20aacb8fbad113b3,53
90,67631ec8e054969a,53
91,8d7f8cfa28fd250c,53
92,866378eaeac3dcc2,52
93,fb433da333d31523,52
94,905ed472fb4ead51,51
95,2fc4a781172e5e6c,50
96,4bea4baa91123a12,50
97,70a22956e2a2855e,49
98,213267dbd3926e82,49
99,e2d42cab9a2a6726,48
100,358a123b60ce293b,48
101,2d6033a738d88128,48
102,79021a2e2c836c1a,48
103,182b06270f22ba65,48
104,813afb7230763f75,46
105,2c154d6f92573c8b,46
106,d777cfa1462b7c50,45
107,b5cff54170800355,45
108,f807cea3e4385a7c,45
109,9caa560d275828de,43
110,9502d01075a8d29d,43
111,6d4a2eeae5820969,43
112,9d257543bc4d1440,43
113,3d83328820c6bb39,43
114,817f4e5ccb6c6775,43
115,dfdd9f5717e60d5b,42
116,188da664fc5417b6,42
117,62f8ab2ea4ea0424,42
118,75d83af8e69f7bf0,42
119,e294a56f45c9ae68,42
120,ab7564a2fb726271,41
121,531fba632e6c55b2,41
122,218be2aeaa100c60,41
123,6ff8347c8020b03b,41
124,62129a60c2c67093,41
125,bf338bc16e04524d,40
126,850759ba02ebda7d,40
127,bc0d0c03e9b04c6c,40
128,1da054db44a72302,39
129,c9de02598f8f8847,39
130,1e548fe99b61af8c,39
131,e74311d85b608f89,39
132,bb14d7d33e7fb5ce,38
133,1c98bb7426890cab,38
134,11f1b5fa956f203d,37
135,d6fe1528dbb6ba78,37
136,5c09414fba089027,37
137,9b300dd6ac0a315c,37
138,88228740073efdab,37
139,3d2ef2b3e0e97d61,36
140,62d49cb8fb0ff698,36
141,78ee58cdb4226247,36
142,7ef35156392953ab,36
143,ae6ede932deb1f9d,35
144,684e4a66ffe9e9bc,35
145,f6a46956aabf6e4d,35
146,79cb2cd800fe7f8f,34
147,85a11fc4c18b0826,34
148,64356f801abddfa2,34
149,3b2c4ba92d860331,34
150,9abac790ae1151e0,34
151,b38062e518b8d4c0,34
152,c3b1a0bcf0178bcb,34
153,cd74a8342d25d090,33
154,f8be9eec7b4131a6,33
155,8cd8272fd4feced8,32
156,e6c129c04fe1ebdf,31
157,cb08b94d35660439,31
158,d61be2d7e9e0b9c6,31
159,17b977fd702ccbb7,31
160,2d0977c7ffe06dd5,30
161,500c0a3f9c42bf90,29
162,f8e6775e85a029fc,29
163,3b1b29c2e987a7e9,29
164,3379d2ec4e76cd8f,29
165,27a2dc7722173835,28
166,b78dcff3a30e96b0,28
167,707c61e6cce4c101,28
168,3554bb31d2f1e395,27
169,e588b802b73e06bb,27
170,3462a2460a142127,27
171,7d49570aacd3c2a5,27
172,9ffc07fd488a6080,27
173,51afa01d675e0cef,26
174,d42ae8306811e069,26
175,8872e72547a6c26c,26
176,f6d41e8253fd1557,26
177,a8672e163f8fcc59,26
178,a6a0665e425a2fbb,26
179,18d0fde54d625b72,25
180,def12df51f7926f1,25
181,6a50532e6588a77c,25
182,bf89a4e153987abf,24
183,a11dd4287e802120,23
184,7b7b9b0586cad55f,23
185,9ae26d9c8051a123,23
186,e40d94d402445b78,23
187,8552b193c748e759,23
188,c7e92c46731c207e,23
189,eff099b7a8369f36,23
190,997bd5bbf0c059a3,22
191,43a5dfab4a7744d5,22
192,e2867bd5ebd611f5,22
193,e4e58aac8a8a8d9c,22
194,fca90e7f73f3c8ef,22
195,75194964d4644a2b,21
196,11b047e4eb0d8953,21
197,ea09d65280c04e28,21
198,cd580e96ae528d0e,21
199,f02a8939f561d999,21
200,8ca859eb2e432c77,21
201,4e59ac2dde80f7eb,21
202,7e9c4eb8561d34b6,21
203,e208a47db9335a24,20
204,95718c051dae97ec,20
205,b370904c5195002a,20
206,d255aa57195abf89,20
207,b4213f299446e480,20
208,a8f2d43b8fa1b2bd,20
209,fbe01a5b0707eaae,19
210,bd1d8a2184c14646,19
211,9801c74aacfd0571,19
212,6d42cf6d12622dae,19
213,c9cdf8b25a32e054,19
214,1b33fba006dae5bb,19
215,caeb580aaf4faca8,19
216,bb9da55f39696b6e,19
217,8e39a02183bfb9d2,19
218,af26d27737af376a,19
219,116cfa60b6f89c78,19
220,243945483f151716,19
221,4075792e0309812d,19
222,474ed6087dbf96ec,19
223,9764914b9780dbe9,19
224,68ded5657f28a6c8,18
225,766f8e5c7b763dd5,18
226,53f70bf4cccad44b,18
227,94b30b13016c16ad,18
228,af21c6f77c777a28,18
229,f3a5e38cd5808977,18
230,b679e97fd4a161cd,18
231,467fc8dfe4d2a2e5,18
232,858365bce9cdae4d,18
233,d118eba1e061c033,18
234,7ea14cb70ba22e1c,18
235,2820e1f681a74232,18
236,335ac5f99624abd5,18
237,9d6c0eb16de6ae23,18
238,ad0422c8d620caf8,18
239,11b3311fd8144b3a,18
240,e47ad5389e771852,17
241,73ad2a774a8cb58c,17
242,fbb34663f9ac96b1,17
243,9c23c1d8c7ad380f,17
244,5b0df53b25a5e11c,17
245,bdc4feac279af8f7,17
246,853b06df90f48e39,17
247,43229879652bf287,17
248,d5dc4a68f0b2f9c5,16
249,dc41a3f150f5028e,16
250,3c08a8dc9dde3958,16
251,fca53ddddb69b979,16
252,d2a1a09b230c2370,16
253,4098ca19f60dc792,16
254,378f6495a2a2539e,16
255,5f9a85c9cfd88900,16
256,f0847c13a931adc6,16
257,855edb2e5ac29f06,16
258,d5d106c800071f5a,16
259,aebcbd121d11bf48,16
260,522558e5dbaab842,15
261,ebb57071adf10406,15
262,85443f930d812f92,15
263,57f1848f46952c46,15
264,5abaec843a71172f,15
265,2a3db95906596031,15
266,8ba48b562a92d5c8,15
267,f2c268b5e5726cdf,15
268,8c50937615412d86,15
269,7d110c751bc85d01,15
270,6b818e50c586b643,15
271,ed1914554cbd41df,15
272,6c7955b97185e72c,14
273,92628b55d746da91,14
274,220cb2303d119a6f,14
275,7c33fddaa5cc8b1e,14
276,59216172bdd5060d,14
277,c402d6aa06b18029,14
278,67ed95c1176beea0,14
279,3c3ee02253fb5546,14
280,b3eac78a3528e462,13
281,58e294d9185ebafd,13
282,adae85a5092a3ffe,13
283,9d40fbd7aad1a15e,13
284,15180defca9ee53c,13
285,74b0a40f8adb8711,13
286,700ede2d08ac6181,13
287,7358119ada85d645,13
288,1b6abe8e3fb3f262,13
289,1b01a3d333aa3548,13
290,a7c4818812cd9e97,13
291,76e276cdc9ba2ce9,12
292,2d68fb0cc2421a81,12
293,e118044a92a0eac6,12
294,52a74f0253f6d2b4,12
295,2ff2f57837804ccc,12
296,c862ff3e5647a708,12
297,95679b06c5699baf,12
298,1bfbfba9e9368cbb,12
299,b08b521e58484c22,12
300,40d1dc9e71d1fa5f,12
301,aef4ee042bea9c6b,12
302,ac1a31450dc6e483,12
303,d5f05ec8699497af,12
304,9079edb336cd8590,12
305,ac27977e7a85abcc,12
306,d2f5833fe5a405ab,12
307,7f8bae9ab24638f1,12
308,edd96678f70c139f,12
309,176ca0d13c092c94,12
310,a0c0b42e3496ea24,12
311,ecf35579be52a82d,12
312,a948a90c60027536,11
313,2abeb12f2368e3e7,11
314,95c160d8d70cbd35,11
315,e639491bf2f9236d,11
316,18990e8a7eb6be05,11
317,2b572aa581797187,11
318,6261946d7e5f6ee0,11
319,c03f486cd729d17f,11
320,e1e6c80df99aa6d0,11
321,ceb48768f9fbb215,11
322,59a111f0e8c5da20,11
323,9dc0b3fbcdaf5e5d,11
324,c5a4a9342efa6f90,11
325,3d051a26d69e71d0,11
326,c2d70f792220f4f5,11
327,5dfa8b01e524df69,11
328,97660225563c545b,11
329,e60b38de97d19221,11
330,3ac8475a5d6ac5b2,11
331,1db015af6140e3f0,11
332,ed1c83f126bc97be,11
333,cf08177dd919f02d,11
334,1704d0c84a54f3e1,11
335,681cfc1cf40277f4,10
336,d8463434535ba696,10
337,f4f017d8d97bf7eb,10
338,e3d896dfb57b3d6e,10
339,891003cd3e37c210,10
340,ec123a19dcdfc681,10
341,570679e64026fdff,10
342,e95c12c01327be34,10
343,bce4b3596b851520,10
344,b368ea5a989661bc,10
345,d967f7bd508aa61e,10
346,7fcc22c5c8e7a0a4,10
347,73dc9a4ceaec4a6d,10
348,bd8f7065d7aa7538,10
349,621dc1153ac28ede,10
350,d9d23af408d14927,10
351,ce71870d38370270,10
352,477b104a876cc494,10
353,639e536be7a4a8ec,10
354,3d8e0f0306de4c9d,10
355,55d19161747e83a3,10
356,1a20e71b14afdcf2,10
357,1e4635e68be64f62,10
358,81c3f4b70d57b25d,10
359,6f806ab03d12f7c8,10
360,c91207e3f2759446,10
361,85b7bf6da4d56365,10
362,95d63cf65ebf1438,9
363,e3dafa8287d3e1c4,9
364,e8cc247161de4761,9
365,faaedfb331b0b9e9,9
366,acffb5826f096a17,9
367,9dfe501117af9cfc,9
368,63a8942c054a56e2,9
