Impression,Click,ClickThroughRate
47111917.0,874080.0,0.01855326753101556
45412275.0,464205.0,0.010221825466084468
41105765.0,299045.0,0.007274868846865536
37681588.0,183735.0,0.00487598877202309
32541800.0,139014.0,0.00427185957752798
17732749.0,70195.0,0.0039584950985321
16145931.0,52066.0,0.003224713396830446
15237973.0,43231.0,0.002837057133517693
13933974.0,37825.0,0.0027145880995615465
13313311.0,35940.0,0.0026995538525315
