  1.0,  0.0,  2.0,8383.0,10745.0,32816.0,50009.0,74381.0,100.0,  2.0,  0.0
 29.0,  0.0,  3.0,14144.0,32109.0,48876.0,50009.0,59542.0,100.0,  1.0,  0.0
 29.0,  0.0,  2.0,14144.0,32109.0,48876.0,50009.0,59542.0,100.0,  1.0,  0.0
 11.0,  0.0,  1.0,14144.0,32109.0,48876.0,50009.0,59542.0,100.0,  2.0,  0.0
 76.0,  0.0,  2.0,14144.0,32109.0,48876.0,50009.0,59542.0,100.0,  1.0,  0.0
 48.0,  0.0,  3.0,8383.0,10745.0,32816.0,50009.0,74381.0,100.0,  2.0,  0.0
 97.0,  0.0,  2.0,8383.0,10745.0,32816.0,50009.0,74381.0,100.0,  1.0,  0.0
123.0,  0.0,  5.0,14144.0,32109.0,48876.0,50009.0,59542.0,100.0,  1.0,  0.0
119.0,  0.0,  3.0,8383.0,10745.0,32816.0,50009.0,74381.0,100.0,  1.0,  0.0
 73.0,  0.0,  1.0,8383.0,10745.0,32816.0,50009.0,74381.0,100.0,  1.0,  0.0
 78.0,  0.0,  2.0,14144.0,32109.0,48876.0,50009.0,59542.0,100.0,  3.0,  0.0
 17.0,  0.0,  2.0,14144.0,32109.0,48876.0,50009.0,59542.0,100.0,  1.0,  0.0
 50.0,  0.0,  2.0,8383.0,10745.0,32816.0,50009.0,74381.0,100.0,  1.0,  0.0
  2.0,  0.0,  9.0,14144.0,32109.0,48876.0,50009.0,59542.0,100.0,  1.0,  0.0
 68.0,  0.0,  3.0,8383.0,10745.0,32816.0,50009.0,74381.0,100.0,  1.0,  0.0
 28.0,  0.0,  4.0,8383.0,10745.0,32816.0,50009.0,74381.0,100.0,  1.0,  0.0
 46.0,  0.0,  3.0,8383.0,10745.0,32816.0,50009.0,74381.0,100.0,  3.0,  0.0
 35.0,  0.0,  2.0,14144.0,32109.0,48876.0,50009.0,59542.0,100.0,  1.0,  0.0
 59.0,  0.0,  2.0,8383.0,10745.0,32816.0,50009.0,74381.0,100.0,  1.0,  0.0
 28.0,  0.0,  3.0,8383.0,10745.0,32816.0,50009.0,74381.0,100.0,  1.0,  0.0
 50.0,  0.0,  5.0,8383.0,10745.0,32816.0,50009.0,74381.0,100.0,  1.0,  0.0
 11.0,  0.0,  2.0,14144.0,32109.0,48876.0,50009.0,59542.0,100.0,  1.0,  0.0
 18.0,  0.0,  4.0,8383.0,10745.0,32816.0,50009.0,74381.0,100.0,  2.0,  0.0
 61.0,  0.0,  3.0,8383.0,10745.0,32816.0,50009.0,74381.0,100.0,  1.0,  0.0
 73.0,  0.0,  5.0,8383.0,10745.0,32816.0,50009.0,74381.0,100.0,  1.0,  0.0
